Invoice No,Invoice Date,Company Name,Account Number,Line Number,Item ID,DHL Product Description,PAL/COL,Amount,Weight Charge,Discount Amount,Discount Code,Tax Amount,Tax Code,AWB Number,Weight,Shipper Reference,Shipment Date,Origin Code,Destination Code,Shipper Details,Receiver Details
MELR001516999,11/07/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,2,,DIRECT SIGNATURE,1,7.9,,,,0.79,A,2625937101,0,A6754 - Elizabeth City IBC,8/07/2025,MELBOURNE,ADL. ADELAIDE,ANDREW;17 Sanctuary Drive;VICTORIA AE;BUNDOORA;BUNDOORA;VICTORIA;3083;AU;Bernard Lotter;bernard.lotter@andrew.com;,APEX COMMUNICATION TECHNOLOGIES PTY LTD;10 Allan Street;SOUTH AUSTRALIA AD;MELROSE PARK;MELROSE PARK;SOUTH AUSTRALIA;5039;AU;Scott Veitch;scott.veitch@apexcomms.com.au;
MELR001516999,11/07/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,3,,FUEL SURCHARGE,1,5.99,,,,0.6,A,2625937101,0,A6754 - Elizabeth City IBC,8/07/2025,MELBOURNE,ADL. ADELAIDE,ANDREW;17 Sanctuary Drive;VICTORIA AE;BUNDOORA;BUNDOORA;VICTORIA;3083;AU;Bernard Lotter;bernard.lotter@andrew.com;,APEX COMMUNICATION TECHNOLOGIES PTY LTD;10 Allan Street;SOUTH AUSTRALIA AD;MELROSE PARK;MELROSE PARK;SOUTH AUSTRALIA;5039;AU;Scott Veitch;scott.veitch@apexcomms.com.au;
MELR001519458,18/07/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,1,,EXPRESS WORLDWIDE nondoc,2,196.26,,,,0,B,6306696270,15,,27/06/2025,SYDNEY,MIL. MILAN,OWNA;Door 6 Building 1 / 60 Wallgrove Road;MINCHINBURY 2770 NEW SOUTH WALES;MINCHINBURY;MINCHINBURY;NEW SOUTH WALES;2770;AU;JOE XIE;Joe.Xie@andrew.com;,OUTDOOR WIRELESS NETWORKS ITALY;Via Archimede 22/24;Lombardia;AGRATE BRIANZA;AGRATE BRIANZA;Lombardia;20864;IT;Davide Rusconi;davide.rusconi@andrew.com;
MELR001519458,18/07/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,2,,FUEL SURCHARGE,2,52.5,,,,0,B,6306696270,0,,27/06/2025,SYDNEY,MIL. MILAN,OWNA;Door 6 Building 1 / 60 Wallgrove Road;MINCHINBURY 2770 NEW SOUTH WALES;MINCHINBURY;MINCHINBURY;NEW SOUTH WALES;2770;AU;JOE XIE;Joe.Xie@andrew.com;,OUTDOOR WIRELESS NETWORKS ITALY;Via Archimede 22/24;Lombardia;AGRATE BRIANZA;AGRATE BRIANZA;Lombardia;20864;IT;Davide Rusconi;davide.rusconi@andrew.com;
MELR001519458,18/07/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,3,,EXPRESS WORLDWIDE doc,1,33.24,,,,0,B,8121296676,0.5,,10/07/2025,MELBOURNE,HAN. HA NOI,OUTDOOR WIRELESS NETWORKS AUSTRALIA;205 Bell Street;Together Co-Living;PRESTON;PRESTON;VICTORIA;3072;AU;Frank Bianco;frank.bianco@andrew.com;,VVT TECHNOLOGY JOINT STOCK COMPANY;4th FLR Detech Tower No. 8 Ton That Thuyet;NAM TU LIEM-MY DINH 2 WARD;HA NOI;HA NOI;VN;Tran Khanh Huyen (Ms Cindy);huyen.tran@vvt.vn;
MELR001519458,18/07/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,4,,FUEL SURCHARGE,1,8.97,,,,0,B,8121296676,0,,10/07/2025,MELBOURNE,HAN. HA NOI,OUTDOOR WIRELESS NETWORKS AUSTRALIA;205 Bell Street;Together Co-Living;PRESTON;PRESTON;VICTORIA;3072;AU;Frank Bianco;frank.bianco@andrew.com;,VVT TECHNOLOGY JOINT STOCK COMPANY;4th FLR Detech Tower No. 8 Ton That Thuyet;NAM TU LIEM-MY DINH 2 WARD;HA NOI;HA NOI;VN;Tran Khanh Huyen (Ms Cindy);huyen.tran@vvt.vn;
MELIR00807713,16/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,1,,EXPRESS WORLDWIDE nondoc,2,237.11,,,,0,B,5994274031,18.5,STO#990425846. 990431895,9/05/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS DOOR 6;LTD. CEVA LOGISTICS DOOR 6;MINCHINBURY;N S W;2770;AU;Neil Newton;neil.newton@andrew.com;
MELIR00807713,16/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,2,,GOGREEN PLUS - CARBON REDUCED,2,12.21,,,,0,B,5994274031,0,STO#990425846. 990431895,9/05/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS DOOR 6;LTD. CEVA LOGISTICS DOOR 6;MINCHINBURY;N S W;2770;AU;Neil Newton;neil.newton@andrew.com;
MELIR00807713,16/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,3,,FUEL SURCHARGE,2,65.21,,,,0,B,5994274031,0,STO#990425846. 990431895,9/05/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS DOOR 6;LTD. CEVA LOGISTICS DOOR 6;MINCHINBURY;N S W;2770;AU;Neil Newton;neil.newton@andrew.com;
MELIR00807713,16/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,4,,EXPRESS WORLDWIDE nondoc,2,254.69,,,,0,B,6072344331,20.5,STO#990432676,13/05/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS DOOR 6;LTD. CEVA LOGISTICS DOOR 6;MINCHINBURY;N S W;2770;AU;Neil Newton;neil.newton@andrew.com;
MELIR00807713,16/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,5,,GOGREEN PLUS - CARBON REDUCED,2,13.53,,,,0,B,6072344331,0,STO#990432676,13/05/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS DOOR 6;LTD. CEVA LOGISTICS DOOR 6;MINCHINBURY;N S W;2770;AU;Neil Newton;neil.newton@andrew.com;
MELIR00807713,16/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,6,,FUEL SURCHARGE,2,70.04,,,,0,B,6072344331,0,STO#990432676,13/05/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS DOOR 6;LTD. CEVA LOGISTICS DOOR 6;MINCHINBURY;N S W;2770;AU;Neil Newton;neil.newton@andrew.com;
MELIR00810425,23/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,1,,EXPRESS WORLDWIDE nondoc,1,213.13,,,,0,B,4909074693,22,22047909,9/05/2025,NUERNBERG,SYD. SYDNEY,ANDREW WIRELESS SYSTEMS GMBH;Industriering 10;Bavaria BY;BUCHDORF;BUCHDORF;Bavaria;86675;DE;Thomas Totzauer;de05-admin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA;PTY LTD;CEVA LOGISTICS DOOR 6;BUILDING 1 60 WALLGROVE ROAD;MINCHINBURY;NSW;2770;AU;Bernard Lotter;Bernard.Lotter@andrew.com;
MELIR00810425,23/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,2,,FUEL SURCHARGE,1,68.24,,,,0,B,4909074693,0,22047909,9/05/2025,NUERNBERG,SYD. SYDNEY,ANDREW WIRELESS SYSTEMS GMBH;Industriering 10;Bavaria BY;BUCHDORF;BUCHDORF;Bavaria;86675;DE;Thomas Totzauer;de05-admin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA;PTY LTD;CEVA LOGISTICS DOOR 6;BUILDING 1 60 WALLGROVE ROAD;MINCHINBURY;NSW;2770;AU;Bernard Lotter;Bernard.Lotter@andrew.com;
MELIR00810425,23/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,3,,CHANGE OF BILLING,1,20,,,,0,B,4909074693,0,22047909,9/05/2025,NUERNBERG,SYD. SYDNEY,ANDREW WIRELESS SYSTEMS GMBH;Industriering 10;Bavaria BY;BUCHDORF;BUCHDORF;Bavaria;86675;DE;Thomas Totzauer;de05-admin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA;PTY LTD;CEVA LOGISTICS DOOR 6;BUILDING 1 60 WALLGROVE ROAD;MINCHINBURY;NSW;2770;AU;Bernard Lotter;Bernard.Lotter@andrew.com;
MELIR00810425,23/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,4,,REMOTE AREA PICKUP,1,35,,,,0,B,4909074693,0,22047909,9/05/2025,NUERNBERG,SYD. SYDNEY,ANDREW WIRELESS SYSTEMS GMBH;Industriering 10;Bavaria BY;BUCHDORF;BUCHDORF;Bavaria;86675;DE;Thomas Totzauer;de05-admin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA;PTY LTD;CEVA LOGISTICS DOOR 6;BUILDING 1 60 WALLGROVE ROAD;MINCHINBURY;NSW;2770;AU;Bernard Lotter;Bernard.Lotter@andrew.com;
MELIR00810425,23/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,5,,EXPRESS WORLDWIDE nondoc,1,137.07,,,,0,B,1114663012,11.5,22049658,12/05/2025,NUERNBERG,SYD. SYDNEY,ANDREW WIRELESS SYSTEMS GMBH;Industriering 10;Bavaria BY;BUCHDORF;BUCHDORF;Bavaria;86675;DE;Thomas Totzauer;de05-admin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA;PTY LTD;CEVA LOGISTICS DOOR 6;BUILDING 1 60 WALLGROVE ROAD;MINCHINBURY;NSW;2770;AU;Bernard Lotter;Bernard.Lotter@andrew.com;
MELIR00810425,23/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,6,,FUEL SURCHARGE,1,47.32,,,,0,B,1114663012,0,22049658,12/05/2025,NUERNBERG,SYD. SYDNEY,ANDREW WIRELESS SYSTEMS GMBH;Industriering 10;Bavaria BY;BUCHDORF;BUCHDORF;Bavaria;86675;DE;Thomas Totzauer;de05-admin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA;PTY LTD;CEVA LOGISTICS DOOR 6;BUILDING 1 60 WALLGROVE ROAD;MINCHINBURY;NSW;2770;AU;Bernard Lotter;Bernard.Lotter@andrew.com;
MELIR00810425,23/05/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,7,,REMOTE AREA PICKUP,1,35,,,,0,B,1114663012,0,22049658,12/05/2025,NUERNBERG,SYD. SYDNEY,ANDREW WIRELESS SYSTEMS GMBH;Industriering 10;Bavaria BY;BUCHDORF;BUCHDORF;Bavaria;86675;DE;Thomas Totzauer;de05-admin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA;PTY LTD;CEVA LOGISTICS DOOR 6;BUILDING 1 60 WALLGROVE ROAD;MINCHINBURY;NSW;2770;AU;Bernard Lotter;Bernard.Lotter@andrew.com;
MELIR00817006,6/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,1,,EXPRESS WORLDWIDE nondoc,1,237.31,,,,0,B,8469010185,26.5,8134127/00,29/05/2025,HARLINGEN,SYD. SYDNEY,OUTDOOR WIRELESS NETWORKS LLC;4101 E MILITARY HWY STE A;Texas TX;MISSION;MISSION;Texas;78572;US;Louis Pabalinas;louis.pabalinas@commscope.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;LTD. CEVA LOGISTICS DOOR 6;LDG 1/ 60 WALLGROVE RD;LDG 1/ 60 WALLGROVE RD;MINCHINBURY;N S W;2770;AU;OUTDOOR WIRELESS NETWORKS AUSTRALIA;neilNewton@andrew.com;
MELIR00817006,6/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,2,,FUEL SURCHARGE,1,65.26,,,,0,B,8469010185,0,8134127/00,29/05/2025,HARLINGEN,SYD. SYDNEY,OUTDOOR WIRELESS NETWORKS LLC;4101 E MILITARY HWY STE A;Texas TX;MISSION;MISSION;Texas;78572;US;Louis Pabalinas;louis.pabalinas@commscope.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;LTD. CEVA LOGISTICS DOOR 6;LDG 1/ 60 WALLGROVE RD;LDG 1/ 60 WALLGROVE RD;MINCHINBURY;N S W;2770;AU;OUTDOOR WIRELESS NETWORKS AUSTRALIA;neilNewton@andrew.com;
MELIR00817006,6/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,3,,EXPRESS WORLDWIDE nondoc,3,601.83,,,,0,B,5046096845,27.5,PO2504-044,30/05/2025,SUZHOU & SURROUNDING,BKK. BANGKOK,COMMSCOPE TELECOMMUNICATIONS;68# SU HONG XI ROAD;SUZHOU INDUSTRIAL PARK;SUZHOU JIANGSU 215021;SUZHOU;215021;CN;FAN JUNYAO;,PPLUS VISIONS CO. LTD.;44 RUNGROJTHANAKUL BLDG;2ND FLOOR RATCHADAPISKE ROAD;10310 BANGKOK;BANGKOK;10310;TH;MS SAJEEWAN PILASOPHA;
MELIR00817006,6/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,4,,FUEL SURCHARGE,3,165.5,,,,0,B,5046096845,0,PO2504-044,30/05/2025,SUZHOU & SURROUNDING,BKK. BANGKOK,COMMSCOPE TELECOMMUNICATIONS;68# SU HONG XI ROAD;SUZHOU INDUSTRIAL PARK;SUZHOU JIANGSU 215021;SUZHOU;215021;CN;FAN JUNYAO;,PPLUS VISIONS CO. LTD.;44 RUNGROJTHANAKUL BLDG;2ND FLOOR RATCHADAPISKE ROAD;10310 BANGKOK;BANGKOK;10310;TH;MS SAJEEWAN PILASOPHA;
MELIR00819599,13/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,1,,EXPRESS WORLDWIDE nondoc,1,29.49,,,,0,B,1515214245,1,RTS-20250603001,3/06/2025,SUZHOU & SURROUNDING,SYD. SYDNEY,COMMSCOPE TELECOMMUNICATIONS;68# SU HONG XI ROAD;SUZHOU INDUSTRIAL PARK;SUZHOU;SUZHOU;215021;CN;XUPING;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY LTD.;CEVA LOGISTICS DOOR 8 BLDG 1/ 60 WALLGROVE RD;MINCHINBURY NSW 2770;SYDNEY AUSTRALIA.;MINCHINBURY;2770;AU;GEORGE YAP;
MELIR00819599,13/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,2,,FUEL SURCHARGE,1,7.89,,,,0,B,1515214245,0,RTS-20250603001,3/06/2025,SUZHOU & SURROUNDING,SYD. SYDNEY,COMMSCOPE TELECOMMUNICATIONS;68# SU HONG XI ROAD;SUZHOU INDUSTRIAL PARK;SUZHOU;SUZHOU;215021;CN;XUPING;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY LTD.;CEVA LOGISTICS DOOR 8 BLDG 1/ 60 WALLGROVE RD;MINCHINBURY NSW 2770;SYDNEY AUSTRALIA.;MINCHINBURY;2770;AU;GEORGE YAP;
MELIR00819599,13/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,3,,EXPRESS WORLDWIDE nondoc,2,461.09,,,,0,B,4992420742,15,PO#8004791474,4/06/2025,TOKYO,AKL. AUCKLAND,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO AP;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,ENTELAR GROUP;8 WESTFIELD PLACE 1060 MOUNT WELLINGTON;AUCKLAND;AUCKLAND;1060;NZ;ROBERT HOLIDAY;robert.halliday@spark.co.nz;
MELIR00819599,13/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,4,,NEUTRAL DELIVERY,2,8,,,,0,B,4992420742,0,PO#8004791474,4/06/2025,TOKYO,AKL. AUCKLAND,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO AP;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,ENTELAR GROUP;8 WESTFIELD PLACE 1060 MOUNT WELLINGTON;AUCKLAND;AUCKLAND;1060;NZ;ROBERT HOLIDAY;robert.halliday@spark.co.nz;
MELIR00819599,13/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,5,,FUEL SURCHARGE,2,123.34,,,,0,B,4992420742,0,PO#8004791474,4/06/2025,TOKYO,AKL. AUCKLAND,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO AP;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,ENTELAR GROUP;8 WESTFIELD PLACE 1060 MOUNT WELLINGTON;AUCKLAND;AUCKLAND;1060;NZ;ROBERT HOLIDAY;robert.halliday@spark.co.nz;
MELIR00819599,13/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,6,,EXPRESS WORLDWIDE nondoc,1,239.12,,,,0,B,1515591976,26,6102635940,5/06/2025,SUZHOU & SURROUNDING,SYD. SYDNEY,COMMSCOPE TELECOMMUNICATIONS;68# SU HONG XI ROAD;SUZHOU INDUSTRIAL PARK;SUZHOU JIANGSU 215021;SUZHOU;215021;CN;XUPING;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY LTD.;CEVA LOGISTICS DOOR 8 BLDG 1/ 60 WALLGROVE RD;MINCHINBURY NSW 2770;SYDNEY AUSTRALIA.;MINCHINBURY;2770;AU;GEORGE YAP;
MELIR00819599,13/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,7,,FUEL SURCHARGE,1,72.52,,,,0,B,1515591976,0,6102635940,5/06/2025,SUZHOU & SURROUNDING,SYD. SYDNEY,COMMSCOPE TELECOMMUNICATIONS;68# SU HONG XI ROAD;SUZHOU INDUSTRIAL PARK;SUZHOU JIANGSU 215021;SUZHOU;215021;CN;XUPING;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY LTD.;CEVA LOGISTICS DOOR 8 BLDG 1/ 60 WALLGROVE RD;MINCHINBURY NSW 2770;SYDNEY AUSTRALIA.;MINCHINBURY;2770;AU;GEORGE YAP;
MELIR00819599,13/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,8,,NON CONVEYABLE PIECE,1,32,,,,0,B,1515591976,0,6102635940,5/06/2025,SUZHOU & SURROUNDING,SYD. SYDNEY,COMMSCOPE TELECOMMUNICATIONS;68# SU HONG XI ROAD;SUZHOU INDUSTRIAL PARK;SUZHOU JIANGSU 215021;SUZHOU;215021;CN;XUPING;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY LTD.;CEVA LOGISTICS DOOR 8 BLDG 1/ 60 WALLGROVE RD;MINCHINBURY NSW 2770;SYDNEY AUSTRALIA.;MINCHINBURY;2770;AU;GEORGE YAP;
MELIR00826915,30/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,1,,EXPRESS WORLDWIDE nondoc,1,181.79,,,,0,B,2724155092,12.5,STO#990449613,26/06/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS;LTD. CEVA LOGISTICS;MINCHINBURY;N S W;2770;AU;Brett Mulberry;neil.newton@andrew.com;
MELIR00826915,30/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,2,,GOGREEN PLUS - CARBON REDUCED,1,8.25,,,,0,B,2724155092,0,STO#990449613,26/06/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS;LTD. CEVA LOGISTICS;MINCHINBURY;N S W;2770;AU;Brett Mulberry;neil.newton@andrew.com;
MELIR00826915,30/06/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,3,,FUEL SURCHARGE,1,48.63,,,,0,B,2724155092,0,STO#990449613,26/06/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS;LTD. CEVA LOGISTICS;MINCHINBURY;N S W;2770;AU;Brett Mulberry;neil.newton@andrew.com;
MELIR00833828,18/07/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,1,,EXPRESS WORLDWIDE nondoc,1,237.11,,,,0,B,2416788194,18.5,STO#990456743,9/07/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO AP;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS DOOR 6;MINCHINBURY;MINCHINBURY;N S W;2770;AU;Neil Newton;neil.newton@andrew.com;
MELIR00833828,18/07/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,2,,FUEL SURCHARGE,1,64.02,,,,0,B,2416788194,0,STO#990456743,9/07/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO AP;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS DOOR 6;MINCHINBURY;MINCHINBURY;N S W;2770;AU;Neil Newton;neil.newton@andrew.com;
MELIR00833828,18/07/2025,OUTDOOR NETWORKS AUSTRALIA PTY LTD,518344261,3,,GOGREEN PLUS - CARBON REDUCED,1,12.21,,,,0,B,2416788194,0,STO#990456743,9/07/2025,TOKYO,SYD. SYDNEY,ANDREW JAPAN K.K.(SUMITOMO WAREHOUSE);4-6-16 Aomi Kouto-KuTokyo;TOKYO AP;TOKYO-TO KOTO KU;TOKYO-TO KOTO KU;TOKYO;135-0064;JP;ChaoqunQin;chaoqun.qin@andrew.com;,OUTDOOR WIRELESS NETWORKS AUSTRALIA PTY;BUILDING 1 60 WALLGROVE ROAD;LTD. CEVA LOGISTICS DOOR 6;MINCHINBURY;MINCHINBURY;N S W;2770;AU;Neil Newton;neil.newton@andrew.com;
